name,url,price,rating,number of reviews,description,asin,manufacturer
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814) ,https://www.amazon.in/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-197,662,4.4 out of 5 stars,," 
 F Gear presents gigantic laptop backpack blends style and functionality. It comes with substantial capacity to accommodate your laptop and several other essentials with ease. This bag does way more than just look good. It provides extra protection for all your valuable devices. The dimensions of the bag are - 34 x 22 x 52 with a capacity of 39 L. To describe it briefly here are the following points: 1. This backpack is made of polyester fabric and is treated to make it water-resistant. 2. This backpack comes with 2-main zippered compartment with an inside sleeve compatible for laptop. 3. This backpack has a front compartment with an organizer. 4. This backpack comes with one zippered front pocket & one quick access mesh zippered. 5. This backpack is equipped with thick padding with anti-sweat breathable air mesh & adjustable padded shoulder straps for extra comfort. 6. Apart from this it has world’s best Japanese brand YKK zippers and sliders. 7. This backpack has two mesh pockets on both sides. 8. Comes with the F Gear promise of quality and durability.  ",B097K6KD7W,Visit the F Gear Store
wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue ,https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_198?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-198,328,4.0 out of 5 stars,7,not available,B0993Q72WD,Brand: wooum
Tommy Hilfiger Polyester 53 cms Navy + White Gym Shoulder Bag (TH/KENDALL0815) ,https://www.amazon.in/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC/ref=sr_1_199_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-199,"1,681",4.4 out of 5 stars,," 
 Tommy Hilfiger goods are manufactured with detail to perfection & high quality materials are used.  ",B082PFY9VC,Visit the Tommy Hilfiger Store
"₹1,679₹1,679 ₹2,399₹2,399  (30% off)  FREE Delivery by Amazon ",https://www.amazon.in/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC/ref=sr_1_199_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-199,"1,679",3.8 out of 5 stars,",40"," 
 Tommy Hilfiger goods are manufactured with detail to perfection & high quality materials are used.  ",B082PFY9VC,Visit the Tommy Hilfiger Store
Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men ,https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FL584Z4/ref=sr_1_200?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-200,549,4.1 out of 5 stars,",08"," 
",B08FL584Z4,Visit the Tabelito Store
"Eco Right Large Tote Bag for Women with Zip, Stylish Cotton Handbags, Canvas Tote Bags for College ",https://www.amazon.in/EcoRight-Womens-Reusable-Ecofriendly-0202F01/dp/B06XRQRDCY/ref=sr_1_201?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-201,999,4.4 out of 5 stars,",27"," 
",B06XRQRDCY,Visit the Eco Right Store
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan ,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_202?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-202,519,4.0 out of 5 stars,," 
 Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.  ",B07G4CYC74,Brand: Gear
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzIyOTA4NDY5MjU5Nzg2OjE2NzU0NDQyNTY6c3BfbXRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_203_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444256%26sprefix%3Dba%252Caps%252C283%26sr%3D8-203-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,999,4.4 out of 5 stars,," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzIyOTA4NDY5MjU5Nzg2OjE2NzU0NDQyNTY6c3BfbXRmOjIwMTEwMDgyMjQxNjk4OjowOjo&url=%2Fbg1905-Capacity-Laptop-Travelling-Backpack%2Fdp%2FB082MKHDJ1%2Fref%3Dsr_1_204_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444256%26sprefix%3Dba%252Caps%252C283%26sr%3D8-204-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"5,600",4.0 out of 5 stars,",42",not available,B082MKHDJ1,Brand: TSPARK
"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments ",https://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHL52MK/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-205,"2,999",4.3 out of 5 stars,5,not available,B08NHL52MK,Visit the Lunar's Store
"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable ",https://www.amazon.in/SACCI-MUCCI-Allamanda-Lightweight-SM1-10_magnolia/dp/B09TDNZ88Z/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-206,"1,199",4.2 out of 5 stars,4,not available,B09TDNZ88Z,Brand: SACCI MUCCI
"Genie Dottie Casual Backpacks for Women, 18 Ltrs, Water Resistant and Lightweight, Navy Blue, M ",https://www.amazon.in/Dottie-Casual-Backpacks-Resistant-Lightweight/dp/B097JJPQ2K/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-207,449,4.2 out of 5 stars,"3,08"," 
 Cute design, Chic style & filled with Love, Genie's latest collection brings forth Genie Dottie Casual Backpacks for Girls. A fusion of trendy design with versatile function, just designed to suit the Girl Boss in you! This mini bag can take care of your school supplies with it's durable and strong material. It is easy to carry with it's ergonomic straps and act as a perfect accessory for college, office and travel purpose.  ",B097JJPQ2K,Visit the Genie Store
Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey ,https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-208,799,4.0 out of 5 stars,",54",not available,B075Y6SRMG,Visit the Lenovo Store
LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90 ,https://www.amazon.in/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-209,855,4.1 out of 5 stars,",63"," 
 Leather Land Designer bags are one of the trendy bags manufactures in India. Belladona is a SUB Brand of Leather Land Designer bags, these products are designed with the latest model cuts, Standard Material, Runners and lining. By keeping in view the present fashion and at reasonable rate to match all age groups of people 1) This small sling is used best for items such as mobile, money, specs etc. best use for Daily purpose. 2) Runner is used of standard stain less steel. 3) This sling has adjustable strap belt with standard fine fabric quality lining. 4) The colors of this bag material are used to match the present fashion world as Elegant and stylish look. 5) This product consists of ‘1’ Main Zipper compartment,’1’ Inner zip pocket, and ‘1’ back wide zip pocket 6) Water Resistant. 7) This Sling is made of Standard Leather Texture Look Material, 8) and it is easily Washable with Wet White Cloth Dumped in some soap liquid material. 9) Length 10 Inches, Height 9 inches and Base 4 inches.  ",B0BD4TTDHD,Brand: LL LEATHER LAND DESIGNER BAGS
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant) ",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-210,299,4.4 out of 5 stars,0,not available,B088X9M73T,Visit the MI Store
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black) ,https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-211,299,4.5 out of 5 stars,6," 
 If you have loads to carry around your search ends here. Here comes a bag which has three huge compartments. Designed keeping in mind the school children with loads of books apart from lunch boxes, water bottles and projects. This bag fits all. A very sturdy and strong bag comes with two bottle pouches and a stationery organizer. Laptop compartment also present. It can also be used as an overnight or a travel backpack for a few days. Comes with the F Gear promise of quality.  ",B071XJ6XV5,Visit the F Gear Store
American Tourister Skittle Nxt Polypropylene 50 cms Orange Kid's Luggage (FH0 (0) 96 001) ,https://www.amazon.in/American-Tourister-Polypropylene-FH0-001/dp/B07Q2DV3H1/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1675444256&sprefix=ba%2Caps%2C283&sr=8-212,"1,168",4.2 out of 5 stars,",16"," 
 Traveling with kids is a dream with the new skittle NXT! These ride-on suitcases are perfect for storing away toys and for keeping kids entertained while on the move. Three exciting animal characters: white zebra, Orange Tiger and yellow bee are ready to join you on all your travel adventures! With a spacious main compartment to accommodate your child's toys and clothes, This suitcase can be used in 3 ways. The child can sit on it and roll it like a toy, there is a webbing strap available with it for the parents to drag while the child sits on it and when the kid is tired, the parent/guardian can carry it on their shoulder with the help of the webbing strap/handle. Be rest assured that your child is going to love his/her travels with their first travel Bag.  ",B07Q2DV3H1,Visit the American Tourister Store
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzIyOTA4NDY5MjU5Nzg2OjE2NzU0NDQyNTY6c3BfYnRmOjIwMDQzMzIxMTM2NjA2OjowOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JVT384%2Fref%3Dsr_1_213_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444256%26sprefix%3Dba%252Caps%252C283%26sr%3D8-213-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"2,299",4.4 out of 5 stars,4," 
 Designed to give ultimate comfort, this school bag from Cosmus is a Multipurpose Backpack Bag use it as school bag or regular casual backpack for daily use.  This school bag is designed with copious space and sturdy shoulder straps to help children accommodate all essentials while on the move. Key Features High on quality and durability Attractive design Spacious to accommodate all essentials Two main compartment, two front compartment Two side Mesh pockets Specifications Material PU coated Polyester Fabric. Dimensions: 13 x 18 x 8.5 [inches] (WxHxD); Weight: 755 gms Suggestive Age - 8 Years+  ",B078JVT384,Visit the COSMUS Store
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDIyNjE4MjYxNTA4NjYxOjE2NzU0NDQzMzc6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444337%26sprefix%3Dba%252Caps%252C283%26sr%3D8-209-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,169",3.9 out of 5 stars,684,not available,B01LXNNFDF,Visit the Urban Tribe Store
"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014 ",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NDIyNjE4MjYxNTA4NjYxOjE2NzU0NDQzMzc6c3BfYXRmX25leHQ6MjAwNzg5MjA3NzkzOTg6OjA6Og&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_210_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675444337%26sprefix%3Dba%252Caps%252C283%26sr%3D8-210-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"5,600",4.0 out of 5 stars,21," 
 The Wenger 17.5"" ScanSmart Laptop Backpack marries contemporary design with innovative storage solutions. Crafted from durable polyester, this backpack means business. This classic backpack is simple yet stylish. Its minimalistic look makes it the ideal accessory to take along to the office, college, school or on trips. Brought to you by Wenger, a renowned Swiss company since 1893.  ",B09V1GJ7D6,Visit the WENGER Store
"Wooum Cable and Electronic Accessories Storage Bag, Carrying and Traveling Case for Wires Charger USB Digital Gadget Power Bank Earphone Cable , Pen Storage Bags -Black ",https://www.amazon.in/Electronic-Accessories-Carrying-Traveling-Earphone/dp/B0BLSRPKXV/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-211,284,4.8 out of 5 stars,7," 
 Wooum Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material - Black Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag for Cables, Plug and More, Perfect Size Fits for Pad Phone Charger Hard Disk - Black Electronic Gadget Accessories Organizer Bag For Cables Charger Power Cord Power Bank Cable and Electronic Accessories Storage Bag, Carrying and Traveling Case for USB, Charger, Power Bank Box Portable Storage Bag For Wires Charger Usb Digital Gadget Power Bank Bag Cable Gadgets Wire Organizer Travel Accessories New Collection Cable Storage Bag, Portable Waterproof Double Layer Wire Carrying Pouch Digital Data Line Storage Bag, Multifunctional Data Cable Storage Bag, Mobile Power Wired Handsfree , Storage Bag, Organizer Tote Bag 3 layers is very perfect for holding cables, adapters, chargers, wires, power bank, wireless headphones, sd card, mouse, wireless charging pads, cords, smartwatch and all small electronic devices you need . The electronic accessories organizer provides excellent flexibility for you to maximize its storage space. Even filling the organizer, it can close easily. It makes the best use of the packing space inside your suitcase or bag while keeping your accessories clean. Spacious Storage Spaces - The multi-layer design gives this electronic travel bag more storage space. It can fit your tablet , power bank, mobile phone charger, cable, laptop adapter and etc. Keep everything in one place - This travel electronics organizer bag helps you keep all your electronics accessories and various cables together. Portable & Convenient: Portable size 10X 7X 1 inches, ideal size to carry and fit in your backpack and luggage. The portable handle design makes it easy to carry and use, it is a must-have travel gear for daily use, business setups, school, office and business trips. Just put all your important devices in the travel universal cable.  ",B0BLSRPKXV,Brand: wooum
"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag ",https://www.amazon.in/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-212,"1,039",4.3 out of 5 stars,"1,245"," 
 Well if you are looking for a big bag which is also very Stylish, Durable, Waterproof with a Laptop in built sleeve then your search ends here. Yes you Got it Right!, This F Gear bag has three big compartments to boast of along with a huge horizontal pocket in the front and two bottle holders on both sides of the bag. It has an inbuilt Rain cover neatly tucked away in a concealed pocket along with Reflective Strips and Reflective Printing makes it a natural choice for rainy Season. Support at the base makes it suitable for rough/dirty terrains. Padded Shoulders and Back with Side Compression straps completes the picture. Comes with the F Gear promise for quality.  ",B078J63VRY,Visit the F Gear Store
ASTRID Women's Round Sling Bag with Pompoms (Brown) ,https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_213?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-213,499,4.4 out of 5 stars,295,not available,B08VS8JBNK,Visit the ASTRID Store
Nelle Harper Women's Handbag ,https://www.amazon.in/Nelle-Harper-Womens-Shoulder-Dark/dp/B07RBR6NW2/ref=sr_1_214?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-214,699,3.9 out of 5 stars,"2,816"," 
",B07RBR6NW2,Visit the Nelle Harper Store
Tabelito® Basic Laptop Bag Sleeve Case Cover Pouch for 15.6 Inch(39.6cm) Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue) ,https://www.amazon.in/Tabelito%C2%AE-Basic-Laptop-Sleeve-Surfacepro/dp/B09NDTCZ4N/ref=sr_1_215?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-215,449,4.2 out of 5 stars,"1,822",not available,B09NDTCZ4N,Visit the Tabelito Store
"Golden Wolf Laptop Bag Business Anti-theft Backpack with Lock, Water Resistant College School Laptop Backpack with Rain Cover and USB Port Earphone Port, Backpack for 15.6-inch Laptop 25 L Travel Bag for Women and Men Gifts, Light Grey ",https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08T96KXTF/ref=sr_1_216?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-216,"1,946",4.4 out of 5 stars,"3,188",not available,B08T96KXTF,Visit the Hoteon Store
"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green) ",https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q/ref=sr_1_217?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-217,"1,600",3.9 out of 5 stars,109," 
 Are you bored with the same old U-shaped backpacks? Are you bored with backpacks that are as thin and have no character? If so, we are glad you are reading this. If you frequently travel away from home for a day or need space to carry a pair of clothes, this handcrafted uppercase backpacks is the perfect stylish and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack all the necessities for an outdoor trip. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - One spacious compartments that can carry 5+ A3-sized books, a set of clothes, and all your essential chargers and electronics. - Front access pocket for you to easily carry important small items with two bottle holders on the sides. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. - Sturdy enough to stand upright on its own even when it is empty. The superior quality of our materials can be seen and felt while holding the bag. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every vegan leather backpack bought helps reduce 7 1-litre plastic bottles from the planet, helps conserve 89ml of crude oil, and prevents 444g of CO₂ emission.  ",B0B69M182Q,Visit the uppercase Store
Half Moon 35 L Casual Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (Airport Blue) ,https://www.amazon.in/Half-Moon-Resistant-Laptop-Backpack/dp/B09B68N8LT/ref=sr_1_218?crid=2M096C61O4MLT&keywords=bags&qid=1675444337&sprefix=ba%2Caps%2C283&sr=8-218,699,3.8 out of 5 stars,186,not available,B09B68N8LT,Brand: Half Moon
